Company name,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
China Payments,startup,marketplace & ecommerce,http://www.chinapayments.com,early stage,1,fintech,Melbourne,"461, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Helping people manage their finances and make better money decisions,https://www.linkedin.com/company/china-payments/,https://ecosystem.innovationvictoria.com/companies/china_payments,0,,
chipin,startup,marketplace & ecommerce,https://www.chipin.gift,early stage,2-10,fintech;kids,Melbourne,"Melbourne, Australia",South African “crowd-gifting” platform that lets friends and family pool contributions to a recipient’s wish-listed products,https://www.linkedin.com/company/chipin-gift/,https://ecosystem.innovationvictoria.com/companies/chipin_1_2,0,,
Chippit,startup,mobile app;commission;saas,https://paypool.app/,early stage,2-10,fintech,Melbourne,"Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",Group savings platform enabling Australians to achieve financial goals faster with zero-interest borrowing,https://www.linkedin.com/company/chippitapp/,https://ecosystem.innovationvictoria.com/companies/chippit_1,0,,
Chiropedic Mattress Factory Direct,,,http://chiropedic.net.au,early stage,11-50,home living,Melbourne,"240, Ballarat Road, 3019 Melbourne, Australia",Australian-owned mattress factory specialising in factory direct mattresses at cheap,https://www.linkedin.com/company/chiropedic-mattress-factory-direct/,https://ecosystem.innovationvictoria.com/companies/chiropedic_mattress_factory_direct,0,,
Choose My Real Estate Agent,,subscription,http://choosemyrealestateagent.com.au,early stage,2-10,real estate,Melbourne,"5/29-30 GRATTAN ST, Prahran, Victoria 3181, au",Find Real Estate Agents Australia | Property Reports & Sales Data | Choose My Real Estate Agent,https://www.linkedin.com/company/choose-my-real-estate-agent/,https://ecosystem.innovationvictoria.com/companies/choose_my_real_estate_agent,0,,
Choovie,scaleup,commission;marketplace & ecommerce,http://choovie.com.au,early stage,2-10,media,Melbourne,"2/710 Collins St, Docklands, Victoria 3008, AU",Welcome to cinemanearme Australia's home of independent and regional cinema,https://www.linkedin.com/company/choovie/,https://ecosystem.innovationvictoria.com/companies/choovie,0,,
Chroma Coda,scaleup,,http://musicroomvr.com,early stage,,music,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",With a collection of unique virtual reality instruments and inspiring spaces,,https://ecosystem.innovationvictoria.com/companies/chroma_coda,0,,
Chronicle,startup,subscription;saas,http://chronicle.rip,breakout stage,51-200,enterprise software,Melbourne,"Melbourne, Australia","Chronicle is a Simple Cemetery Software Designed To Help Cemeteries Organize Records, Mapping Plots Accurately & Build Better Engagement",https://www.linkedin.com/company/chroniclesoftware/,https://ecosystem.innovationvictoria.com/companies/chronicle_1_6,4,,
Chyral,startup,commission;manufacturing,https://chyral.com.au,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Real-time, reagent-free blood analysis using light and AI",https://www.linkedin.com/company/chyraltech/,https://ecosystem.innovationvictoria.com/companies/chyral,0,,
CiGen,scaleup,artificial intelligence;commission;saas,http://cigen.com.au,early stage,2-10,fintech;enterprise software,Melbourne,"3000 Melbourne, Australia","One of the first dedicated Robotic Process Automation companies providing Intelligent Automation solutions and services, ushering in the Digital Workforce of the future",https://www.linkedin.com/company/ci-gen-pty-limited/,https://ecosystem.innovationvictoria.com/companies/cigen,0,,
Cincera,startup,,https://cinceratx.com/,early stage,2-10,health,Melbourne,"31, Queen Street, 3000 Melbourne, Australia","Focused on the discovery and development of new drugs aiming to treat difficult-to-treat inflammatory and fibrotic conditions associated with obesity/metabolic diseases, with potential applications in many other disease areas including cancer",https://www.linkedin.com/company/cincera-therapeutics-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/cincera_therapeutics,0,,
Cinch Loans - Expert loan brokers,startup,commission,http://cinch.loans,early stage,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Mortgage brokerage solutions for residential and investment property financing, featuring expert advice and competitive loan options",https://www.linkedin.com/company/cinchloans/,https://ecosystem.innovationvictoria.com/companies/cinch_loans_expert_loan_brokers,0,,
Cipher Sports Technology Group,startup,machine learning;artificial intelligence;commission;saas,http://ciphersports.io,early stage,11-50,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Powered by advanced analytics that drive the machine learning models developed by team of data scientists,https://www.linkedin.com/company/ciphersports/,https://ecosystem.innovationvictoria.com/companies/cipher_sports_technology_group,1,,
Ciphrix,startup,artificial intelligence;iot internetofthings;subscription;saas,http://ciphrix.com,early stage,2-10,security;enterprise software,Melbourne,"Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia",Compliance done by AI agents,https://www.linkedin.com/company/ciphrix/,https://ecosystem.innovationvictoria.com/companies/ciphrix,0,,
Circadian Health Innovations,startup,deep tech;manufacturing,https://circadianhealthinnovations.com,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",We are a Melbourne-based tech start-up promoting healthier living by guiding people toward healthier light,https://www.linkedin.com/company/circadian-health-innovations/,https://ecosystem.innovationvictoria.com/companies/circadian_health_innovations,0,,
Circlar,startup,saas,https://www.circlar.com.au,early stage,,real estate,Carlton,"Victoria Street, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia",Automated construction waste compliance and reporting platform.,https://www.linkedin.com/company/circlar-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/circlar,0,,
Circle In,startup,commission;saas,https://circlein.com/,early stage,2-10,kids,Melbourne,"Sturt Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","Offering personalized program that provides parents, managers, and HR with tools that facilitate productivity and connection",https://www.linkedin.com/company/circle-in/,https://ecosystem.innovationvictoria.com/companies/circle_in_1,0,,
Circle to Zero,startup,,https://aciae.com.au,early stage,2-10,fashion;energy,Melbourne,"Oakleigh Road, Carnegie, Melbourne, City of Glen Eira, Victoria, 3163, Australia",Transforming waste into treasure with acia,https://www.linkedin.com/company/aciae/,https://ecosystem.innovationvictoria.com/companies/circle_to_zero,0,,
Circuiti,startup,,http://circuiti.com.au,early stage,2-10,energy,Melbourne,"Alphington, Rowe Street, Alphington, Melbourne, City of Darebin, Victoria, 3078, Australia","Circuiti certifies circular business solutions, brokering partnerships to deliver local impact for global change and facilitate trusted sustainability reporting",https://www.linkedin.com/company/circuiti/,https://ecosystem.innovationvictoria.com/companies/circuiti,0,,
Circula,startup,mobile app;subscription;saas,http://circula.life,early stage,11-50,event tech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Centralized student platform for campus event discovery,https://www.linkedin.com/company/circulalife/,https://ecosystem.innovationvictoria.com/companies/circula_1,0,,
Circular Farms,startup,saas,https://www.circularfarms.com.au,early stage,2-10,food,Sale,"Sale, Shire of Wellington, Victoria, 3850, Australia",Customisable platform connecting farms to sustainable ecosystems,https://www.linkedin.com/company/circular-farms-ce/,https://ecosystem.innovationvictoria.com/companies/circular_farms,0,,
Circular Peninsula,startup,manufacturing,https://www.circularpeninsula.org,early stage,1,energy,Melbourne,"Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia","A micro-recycling hub for hard-to-recycle plastics, providing collection, processing, and consultancy to businesses for circular solutions",https://www.linkedin.com/company/circular-peninsula/,https://ecosystem.innovationvictoria.com/companies/circular_peninsula,0,,
Circular Sourcing,startup,selling own inventory;manufacturing,https://circularsourcing.world/,early stage,2-10,fashion;home living,Melbourne,"West Melbourne, Melbourne, City of Melbourne, Victoria, 3003, Australia","Sustainable and circular raw materials accessible to everyone. From hard-to-find trims, surplus fabrics and biodegradable building blocks",https://www.linkedin.com/company/circular-sourcing/,https://ecosystem.innovationvictoria.com/companies/circular_sourcing,0,,
Circular Vision AI,startup,commission;saas,https://www.circularvision.ai/,early stage,2-10,energy;engineering and manufacturing equipment,Melbourne,"Bentleigh, Melbourne, City of Glen Eira, Victoria, 3204, Australia",AI-powered computer vision for waste management automation,https://www.linkedin.com/company/circular-vision-ai/,https://ecosystem.innovationvictoria.com/companies/circular_vision_ai,0,,
Circularmine,startup,selling own inventory;manufacturing,http://circularmine.com,early stage,1,energy;engineering and manufacturing equipment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Making Zero Mine Waste a Reality,https://www.linkedin.com/company/circular-mine/,https://ecosystem.innovationvictoria.com/companies/circularmine,0,,
Circulr Tech,startup,subscription;saas,http://circulrtech.com,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","SaaS platform to design, validate, and launch circular business models",https://www.linkedin.com/company/circulrtech/,https://ecosystem.innovationvictoria.com/companies/circulr_tech,0,,
Circulus Education (Diaro),scaleup,saas,http://www.diaro.com,early stage,11-50,education;enterprise software,Melbourne,"Rupert Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Learning management system for training and compliance,https://www.linkedin.com/company/diarolms/,https://ecosystem.innovationvictoria.com/companies/circulus_education_diaro_,0,,
Citaro,,mobile app;commission,https://www.citaro.com.au/,early stage,,fashion,Princes Hill,"Princes Hill, City of Yarra, Victoria, 3054, Australia",AI-powered resale app for Australian secondhand fashion.,https://www.linkedin.com/company/citaro/,https://ecosystem.innovationvictoria.com/companies/citaro,0,,
CitoPlus,startup,commission;saas,http://citoplus.com.au,early stage,11-50,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Enabling more SME's to obtain the right funding, faster",https://www.linkedin.com/company/citoplus/,https://ecosystem.innovationvictoria.com/companies/citoplus,2,,
Citrus Sky,startup,mobile app;saas,https://citrusskyaustralia.com.au/,early stage,2-10,health,Bendigo,"Bendigo, City of Greater Bendigo, Victoria, 3550, Australia",Software solutions for the aged care sector,https://www.linkedin.com/company/citrus-sky-australia-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/citrus_sky,0,,
civillo,startup,subscription;saas,http://civillo.com,early stage,11-50,real estate,Melbourne,"Melbourne, AU",A cloud-based construction project management solution using a blend of CAD and GIS,https://www.linkedin.com/company/civilloau/,https://ecosystem.innovationvictoria.com/companies/civillo,0,,
CK Mobiletec,,,http://www.allmobilephonerepairs.com.au/,early stage,2-10,,Melbourne,"419-423, Nepean Highway, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia",,https://www.linkedin.com/company/all-mobile-phone-repairs/,https://ecosystem.innovationvictoria.com/companies/ck_mobiletec,0,,
Clacks AI,startup,artificial intelligence;mobile app;subscription;saas,http://clacks.ai,early stage,2-10,media;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","AI-powered application for empathy-driven, meaningful conversations",https://www.linkedin.com/company/clacks-ai/,https://ecosystem.innovationvictoria.com/companies/clacks_ai,0,,
